Id	Category	Tags	Words																															
28	Nomi	easy	Michael	Jessica	Chris	Emily	David	Sarah	James	Anna	Robert	Laura	John	Maria	William	Nicole	Thomas																	
29	Festività	easy	Natale	Pasqua	Halloween	Ringraziamento	Diwali	Hanukkah	Capodanno	San Valentino	Compleanno	Anniversario	Festival	Vacanza	Celebrazione	Parata	Festa																	
30	Insetti	easy	Formica	Ape	Mosca	Zanzara	Scarafaggio	Farfalla	Falena	Grillo	Cavalletta	Vespa	Locusta	Coccinella	Termite	Libellula	Bruco																	
31	Aggettivi	easy	Felice	Triste	Alto	Basso	Veloce	Lento	Grande	Piccolo	Rosso	Blu	Rumoroso	Silenzioso	Luminoso	Buio	Liscio																	
32	Verbi	easy	Correre	Saltare	Camminare	Mangiare	Dormire	Parlare	Pensare	Scrivere	Leggere	Guidare	Cantare	Ballare	Volare	Nuotare	Costruire																	
33	Materiali	easy	Legno	Metallo	Plastica	Vetro	Gomma	Carta	Ceramica	Cemento	Mattone	Tessuto	Schiuma	Resina	Argilla	Pietra	Cera																	
34	Attrezzi	easy	Martello	Trapano	Sega	Chiave inglese	Pinze	Livella	Cacciavite	Scalpello	Ascia	Metro	Morsa	Lima	Morsetto	Sparapunti	Scala																	
35	Abbigliamento	easy	Camicia	Pantaloni	Abito	Gonna	Giacca	Maglione	Cappotto	Calzini	Scarpe	Cappello	Sciarpa	Guanti	Cintura	Cravatta	Jeans																	
36	Giochi di Carte	easy	Poker	Bridge	Ramino	Solitario	Blackjack	Go Fish	Hearts	Cribbage	Euchre	Pinochle	Mazzo	Mano	Mischiare	Dare	Briscola																	
37	Eventi Meteorologici	easy	Pioggia	Neve	Grandine	Temporale	Bufera	Uragano	Tornado	Siccità	Nebbia	Vento	Ciclone	Nevischio	Arcobaleno	Nubifragio	Monsone																	
38	Elettrodomestici	easy	Forno	Fornello	Microonde	Tostapane	Frullatore	Frigorifero	Lavastoviglie	Caffettiera	Mixer	Griglia	Bollitore	Robot da cucina	Friggitrice	Piano cottura	Cappa																	
39	Generi Musicali	easy	Pop	Rock	Jazz	Blues	Classica	Folk	Metal	Hip-Hop	Reggae	EDM	Soul	Country	Opera	Punk	Disco																	
40	Preposizioni	easy	A	Su	In	Per	Con	Sotto	Sopra	Attraverso	Circa	Tra	Fra	Dietro	Prima	Dopo																		
41	Animali della Fattoria	easy	Mucca	Maiale	Pollo	Pecora	Cavallo	Capra	Anatra	Tacchino	Oca	Asino	Lama	Alpaca	Coniglio	Gallo	Vitello																	
42	Attrezzatura Sportiva	easy	Palla	Mazza	Racchetta	Bastone	Rete	Casco	Guanto	Protezioni	Pattini	Occhiali	Cerchio	Tacchetti	Porta	Volano																		
43	Parti dell'Edificio	easy	Muro	Pavimento	Soffitto	Tetto	Porta	Finestra	Fondamenta	Trave	Colonna	Scala	Camino	Balcone	Soffitta	Seminterrato	Grondaia																	
44	Stati USA	easy	California	Texas	Florida	New York	Alaska	Hawaii	Illinois	Ohio	Pennsylvania	Michigan	Georgia	North Carolina	Washington	Virginia	Arizona																	
45	Attrezzi da Giardinaggio	easy	Paletta	Rastrello	Pala	Zappa	Cesoie	Tagliasiepi	Cariola	Guanti	Forca	Bordatore	Irrigatore	Sarchiatore	Seminatrice	Piantatoio	Troncarami																	
46	Segnali Stradali	easy	Stop	Precedenza	Limite di velocità	Attenzione	Curva	Deviazione	Zona scolastica	Passaggio a livello	Immissione	Senso unico	Divieto di accesso	Pedoni	Lavori in corso	Ospedale	Parcheggio																	
47	Bevande	easy	Acqua	Latte	Succo	Tè	Caffè	Bibita	Birra	Vino	Cocktail	Frullato	Limonata	Cacao	Energy Drink	Sidro	Acqua frizzante																	
48	Strumenti di Scrittura	easy	Penna	Matita	Tastiera	Carta	Inchiostro	Piuma	Macchina da scrivere	Pennarello	Gesso	Gomma	Quaderno	Tablet	Stilo	Calligrafia	Pennello																	
49	Azioni del Corpo	easy	Respirare	Ingoiare	Sbattere le palpebre	Tossire	Starnutire	Sbadigliare	Accigliarsi	Sorridere	Rabbrividire	Sudare	Digerire	Camminare	Correre	Sentire	Vedere																	
50	Forme 2D	easy	Cerchio	Quadrato	Triangolo	Rettangolo	Ovale	Esagono	Pentagono	Ottagono	Rombo	Trapezio	Parallelogramma	Poligono	Aquilone	Settore	Ellisse																	
51	Marche Auto	easy	Toyota	Honda	Ford	Chevrolet	BMW	Mercedes	Audi	Volkswagen	Hyundai	Kia	Nissan	Jeep	Tesla	Ferrari	Porsche																	
52	Veicoli Stradali	easy	Auto	Camion	Autobus	Moto	Furgone	Scooter	Bicicletta	TIR	SUV	Berlina	Coupé	Due volumi	Decappottabile	Monovolume	Rimorchio																	
53	Squadre Sportive	easy	Lakers	Yankees	Cowboys	Celtics	Barcelona	Real Madrid	Packers	Patriots	Bulls	Heat	Dodgers	Giants	Chiefs	Raptors	Arsenal																	
54	Valute	easy	Dollaro	Euro	Yen	Sterlina	Franco	Rupia	Peso	Yuan	Real	Rublo	Dinaro	Shekel	Ringgit	Won	Scellino																	
55	Acconciature	easy	Treccia	Chignon	Coda di cavallo	Caschetto	Pixie	Permanente	Dreadlocks	Afro	Sfumatura	Frangetta	Acconciatura alta	Rasatura	Treccine	Scalati	Meches																	
56	Gusti Gelato	easy	Vaniglia	Cioccolato	Fragola	Menta	Caramello	Caffè	Pistacchio	Mango	Noci	Biscotto	Panna	Amarena	Limone	Lampone	Sorbetto																	
57	Animali dello Zoo	easy	Leone	Tigre	Scimmia	Elefante	Giraffa	Panda	Orso	Zebra	Pinguino	Rinoceronte	Ippopotamo	Gorilla	Serpente	Fenicottero	Struzzo																	
58	Elementi Chimici	hard	Ossigeno	Carbonio	Oro	Argento	Ferro	Idrogeno	Azoto	Neon	Elio	Calcio	Rame	Sodio	Cloro	Zolfo	Alluminio																	
59	Metalli Preziosi	hard	Oro	Argento	Platino	Palladio	Rodio	Iridio	Osmio	Rutenio	Lega	Minerale	Lingotto	Carati	Barra	Placcatura	Saggio																	
60	Gradi Militari	hard	Generale	Colonnello	Maggiore	Capitano	Tenente	Sergente	Caporale	Ammiraglio	Comandante	Cadetto	Soldato	Capo	Ufficiale	Maresciallo	Guardiamarina																	
61	Stili di Scrittura	hard	Narrativa	Saggistica	Saggio	Poesia	Memorie	Giornalismo	Biografia	Tecnico	Creativo	Accademico	Narrativo	Persuasivo	Descrittivo	Espositivo	Prosa																	
62	Mari	hard	Mediterraneo	Caraibi	Baltico	Mar Nero	Caspio	Egeo	Mare del Nord	Adriatico	Mar Rosso	Mar Arabico	Mar di Tasman	Mar dei Coralli	Bering	Sargassi	Ionio																	
63	Oggetti Galattici	hard	Stella	Nebulosa	Buco Nero	Quasar	Pulsar	Supernova	Materia Oscura	Andromeda	Via Lattea	Ammasso	Cometa	Singolarità	Globulare	Alone	Luce																	
64	Predatori Marini	hard	Squalo	Orca	Barracuda	Murena	Calamaro Gigante	Pesce serra	Piranha	Grande Bianco	Pesce Leone	Leone Marino	Foca Leopardo	Capodoglio	Polpo	Rana Pescatrice	Coccodrillo																	
65	Sistemi Corporei	hard	Scheletrico	Muscolare	Nervoso	Circolatorio	Respiratorio	Digerente	Endocrino	Immunitario	Urinario	Linfatico	Organo	Cellula	Tessuto	Cuore	Cervello																	
66	Forme 3D	hard	Sfera	Cubo	Piramide	Cilindro	Cono	Prisma	Toro	Dodecaedro	Tetraedro	Vertice	Spigolo	Faccia	Volume	Solido	Esaedro																	
67	Legami Chimici	hard	Covalente	Ionico	Metallico	Idrogeno	Van Der Waals	Atomo	Elettrone	Molecola	Composto	Nucleo	Valenza	Orbitale	Polarità	Condivisione	Trasferimento																	
68	Pittori Famosi	hard	Picasso	Van Gogh	Monet	Leonardo	Rembrandt	Michelangelo	Dalì	Raffaello	Warhol	Klimt	Renoir	Degas	Gauguin	Tiziano	Bosch																	
69	Città Fittizie	hard	Gotham	Atlantide	Hogwarts	Metropolis	Narnia	Terra di Mezzo	Oz	Paese delle Meraviglie	Springfield	Starfleet	Gran Burrone	Pandora	Camelot	Xanadu	Shangri-La																	
70	Costellazioni	hard	Orione	Orsa Maggiore	Cassiopea	Andromeda	Lira	Cigno	Leone	Gemelli	Toro	Scorpione	Grande Carro	Croce del Sud	Pegaso	Drago	Centauro																	
71	Generi Letterari	hard	Dramma	Commedia	Tragedia	Satira	Epica	Romance	Gotico	Western	Horror	Romanzo di formazione	Parodia	Favola	Allegoria	Giallo	Thriller																	
72	Paesi Africani	hard	Nigeria	Egitto	Sudafrica	Kenya	Marocco	Ghana	Algeria	Etiopia	Tanzania	Sudan	Uganda	Libia	Zambia	Zimbabwe	Senegal																	
73	Strati dell'Oceano	hard	Zona epipelagica	Zona mesopelagica	Zona batipelagica	Abissale	Adale	Superficie	Oceano profondo	Fossa	Zona	Fotica	Afotica	Termoclino	Bentonico	Pelagico	Piattaforma continentale																	
74	Stili Architettonici	hard	Gotico	Barocco	Romanico	Rinascimentale	Moderno	Classico	Art Deco	Neoclassico	Contemporaneo	Vittoriano	Brutalista	Astratto	Bizantino	Minimalista	Coloniale																	
75	Tipi di Ponti	hard	Trave	Arco	Reticolare	Sospeso	Strallato	A sbalzo	Viadotto	Ponte levatoio	Passerella	Pontone	Campata	Pilone	Spalla	Impalcato	Trave maestra																	
76	Antichi Imperi	hard	Romano	Greco	Egizio	Persiano	Ottomano	Azteco	Maya	Inca	Mongolo	Cinese	Babilonese	Cartaginese	Kush	Impero	Civiltà																	
77	Filosofi	hard	Platone	Aristotele	Socrate	Kant	Nietzsche	Cartesio	Confucio	Locke	Hume	Tommaso d'Aquino	Marx	Foucault	Rousseau	Epicuro	Buddha																	
78	Laboratorio Chimico	hard	Becher	Provetta	Betruta	Pipetta	Bunsen	Microscopio	Occhiali protettivi	Centrifuga	Bilancia	Filtro	Soluzione	Reagente	Esperimento	Titolazione	Imbuto																	
79	Accordi Musicali	hard	Maggiore	Minore	Settima	Diminuito	Aumentato	Sospeso	Tonica	Rivolto	Triade	Arpeggio	Progressione	Accordo	Voicing	Intervallo	Tetracordo																	
80	Tipi di Vetro	hard	Temperato	Laminato	Borosilicato	Cristallo	Fibra	Colorato	Sicurezza	Lastra	Float	Pannello	Foglio	Lente	Prisma	Ossidiana	Silice																	
81	Strumenti Meteo	hard	Termometro	Barometro	Anemometro	Pluviometro	Igrometro	Satellite	Radar	Banderuola	Radiosonda	Previsione	Isobara	Clima	Meteorologo	Sensore	Mappa																	
82	Tipi di Ponti 2	hard	Arco	Reticolare	Sospeso	Trave	Strallato	A sbalzo	Viadotto	Ponte levatoio	Passerella	Pontone	Campata	Pilone	Spalla	Impalcato	Trave maestra																	
83	Battaglie Famose	hard	Hastings	Waterloo	Gettysburg	Maratona	Stalingrado	Midway	Termopili	Canne	Bunker Hill	Azincourt	Normandia	Trafalgar	Sarajevo	Somme	Yorktown																	
84	Animali Domestici Fittizi	hard	Edvige	Snoopy	Pikachu	Sdentato	Chewbacca	Garfield	Pluto	Lassie	Toto	Dobby	E.T.	Baloo	R2-D2	Falkor	Gizmo																	
85	Figure Retoriche	hard	Metafora	Similitudine	Allitterazione	Iperbole	Personificazione	Ironia	Simbolismo	Immagini	Onomatopea	Allusione	Tema	Motivo	Presagio	Ossimoro	Gioco di parole																	
86	Tipi di Vulcano	hard	A scudo	Composito	Cono di scorie	Duomo di lava	Caldera	Stratovulcano	Dormiente	Attivo	Estinto	Magma	Eruzione	Cratere	Cenere	Tettonico	Fessura																	
87	Tecniche Artistiche	hard	Schizzo	Ombreggiatura	Sfumatura	Prospettiva	Impressionismo	Astrattismo	Puntinismo	Collage	Disegno	Pittura	Scultura	Incisione	Graffito	Velatura	Tratteggio																	
88	Stili Fotografici	hard	Ritratto	Paesaggio	Macro	Strada	Astratto	Documentario	Moda	Natura morta	Belle arti	Spontaneo	Fauna selvatica	Time-lapse	Architettonico	Astrofotografia	Composito																	
89	Tipi di Ponti 3	hard	Trave	Arco	Reticolare	Sospeso	Strallato	A sbalzo	Viadotto	Ponte levatoio	Passerella	Pontone	Campata	Pilone	Spalla	Impalcato	Trave maestra																	
90	Animali Fantastici	medium	Drago	Unicorno	Grifone	Fenice	Sfinge	Sirena	Lupo Mannaro	Vampiro	Yeti	Idra	Chimera	Basilisco	Centauro	Goblin	Troll																	
91	Libri	medium	Romanzo	Biografia	Manuale	Giallo	Thriller	Fantasy	Fantascienza	Poesia	Enciclopedia	Ricettario	Storia	Memorie	Fumetto	Antologia	Dizionario																	
92	Paesi Europei	medium	Francia	Germania	Italia	Spagna	Regno Unito	Grecia	Polonia	Svezia	Norvegia	Irlanda	Portogallo	Svizzera	Belgio	Austria	Paesi Bassi																	
93	Vita Oceanica	medium	Balena	Delfino	Squalo	Corallo	Pesce	Polpo	Calamaro	Granchio	Foca	Tartaruga	Stella marina	Medusa	Alga	Manta	Plancton																	
94	Alberi	medium	Quercia	Acero	Pino	Salice	Betulla	Cedro	Olmo	Sequoia	Abete	Frassino	Agrifoglio	Palma	Fico	Cipresso	Magnolia																	
95	Architettura	medium	Edificio	Patio	Torre	Cattedrale	Castello	Grattacielo	Piramide	Cupola	Arco	Colonna	Facciata	Fondamenta	Guglia	Ponte	Progetto																	
96	Gemme	medium	Diamante	Rubino	Zaffiro	Smeraldo	Ametista	Topazio	Perla	Opale	Granato	Acquamarina	Peridoto	Tormalina	Zircone	Giada	Quarzo																	
97	Fotografia	medium	Fotocamera	Obiettivo	Otturatore	Diaframma	Flash	Treppiede	Messa a fuoco	Esposizione	Pellicola	Digitale	Ritratto	Paesaggio	Filtro	Zoom	Sensore																	
98	Verbi di Cucina	medium	Tagliare	Affettare	Tritare	Bollire	Friggere	Cuocere al forno	Grigliare	Arrostire	Saltare	Mescolare	Sbattere	Frullare	Marinare	Sobbollire	Cuocere a vapore																	
99	Astronomia	medium	Stella	Luna	Sole	Pianeta	Galassia	Nebulosa	Cometa	Meteora	Telescopio	Costellazione	Buco Nero	Anno luce	Orbita	Universo	Asteroide																	
100	Attrezzi Manuali	medium	Martello	Cacciavite	Pinze	Chiave inglese	Sega	Trapano	Metro a nastro	Livella	Scalpello	Morsetto	Lima	Morsa	Ascia	Pala	Scala																	
101	Tessuti	medium	Cotone	Seta	Lana	Lino	Poliestere	Nylon	Rayon	Denim	Velluto	Pile	Raso	Pelle	Tela	Juta	Microfibra																	
102	Capitali	medium	Londra	Parigi	Roma	Berlino	Tokyo	Il Cairo	Pechino	Mosca	Sydney	Ottawa	Vienna	Madrid	Dublino	Seoul	Buenos Aires																	
103	Religioni	medium	Cristianesimo	Islam	Ebraismo	Induismo	Buddismo	Sikhismo	Shintoismo	Taoismo	Fede	Culto	Preghiera	Tempio	Chiesa	Scrittura	Divinità																	
104	Unità di Misura	medium	Metro	Litro	Grammo	Secondo	Watt	Volt	Ampere	Ohm	Joule	Piede	Libbra	Oncia	Grado	Miglio	Gallone																	
105	Rettili	medium	Serpente	Lucertola	Tartaruga	Coccodrillo	Alligatore	Camaleonte	Geco	Testuggine	Vipera	Cobra	Iguana	Drago di Komodo	Pitone	Scinco	Tuatara																	
106	Periodi di Tempo	medium	Secolo	Decennio	Era	Epoca	Millennio	Età	Anno	Mese	Settimana	Giorno	Ora	Minuto	Secondo	Antichità	Moderno																	
107	Disastri Naturali	medium	Terremoto	Vulcano	Tsunami	Uragano	Inondazione	Tornado	Incendio	Siccità	Frana	Valanga	Ciclone	Bufera	Carestia	Epidemia	Ondata di caldo																	
108	Fiumi	medium	Nilo	Rio delle Amazzoni	Mississippi	Danubio	Yangtze	Gange	Reno	Volga	Tamigi	Senna	Colorado	Murray	Congo	Missouri	Eufrate																	
109	Deserto	medium	Sahara	Gobi	Atacama	Namib	Arabico	Kalahari	Mojave	Sabbia	Duna	Cactus	Oasi	Calore	Arido	Cammello	Erosione																	
110	Sistema Solare	medium	Sole	Asteroide	Cometa	Meteoroide	Fascia di Kuiper	Nube di Oort	Pianeta nano	Terrestre	Gigante gassoso	Satellite	Anello	Orbita	Inclinazione	Asse	Gravità																	
111	Attrezzatura Spaziale	medium	Astronauta	Tuta spaziale	Casco	Ossigeno	Razzo	Shuttle	Satellite	Rover	Modulo	Attracco	Controllo	Telescopio	Forza G	Propulsore	Piattaforma di lancio																	
112	Cucina Mondiale	medium	Pasta	Sushi	Taco	Curry	Pizza	Pho	Hummus	Paella	Burrito	Goulash	Ravioli	Stufato	Kebab	Ramen	Bistecca																	
113	Montagne	medium	Everest	K2	Kilimangiaro	Denali	Alpi	Ande	Montagne Rocciose	Fuji	Vetta	Picco	Catena montuosa	Ghiacciaio	Altitudine	Trekking	Ascesa																	
114	Avverbi	medium	Velocemente	Lentamente	Rumorosamente	Delicatamente	Felicemente	Tristemente	Sempre	Mai	Spesso	A volte	Qui	Là	Su	Giù	Attentamente																	
115	Fiabe	medium	Cenerentola	Biancaneve	Tremotino	Omino di Pan di Zenzero	Riccioli d'Oro	Cappuccetto Rosso	Bella Addormentata	Principe	Principessa	Strega	Castello	Magia	Foresta	Cattivo	Eroe																	
116	I Sensi	medium	Vista	Udito	Olfatto	Gusto	Tatto	Sentire	Vedere	Annusare	Gustare	Toccare	Percezione	Sensoriale	Nervo	Cervello	Stimoli																	
117	Dinosauri	medium	T-Rex	Triceratopo	Velociraptor	Brontosauro	Stegosauro	Fossile	Estinto	Giurassico	Cretaceo	Erbivoro	Carnivoro	Rettile	Paleontologia	Uovo	Artiglio																	
118	Mitologia	medium	Zeus	Era	Poseidone	Ade	Atena	Apollo	Ares	Loki	Thor	Odino	Drago	Dio	Eroe	Leggenda	Profezia																	
119	Spezie	medium	Sale	Pepe	Cannella	Chiodi di garofano	Noce moscata	Basilico	Origano	Timo	Rosmarino	Zenzero	Aglio	Curcuma	Cumino	Zafferano	Paprica																	
120	Danza	medium	Balletto	Jazz	Tip Tap	Hip Hop	Valzer	Salsa	Tango	Moderno	Ballo da sala	Coreografia	Palcoscenico	Routine	Passo	Ritmo	Piroetta																	
121	Mezzi Artistici	medium	Olio	Acrilico	Acquerello	Pastello	Carboncino	Matita	Inchiostro	Scultura	Argilla	Tela	Pennello	Tavolozza	Affresco	Mosaico	Tempera																	
122	Termini Finanziari	medium	Moneta	Banconota	Valuta	Dollaro	Euro	Yen	Sterlina	Credito	Debito	Ricchezza	Budget	Investimento	Finanza	Transazione	Prestito																	
123	Meraviglie del Mondo	medium	Piramide	Colosseo	Machu Picchu	Grande Muraglia	Petra	Taj Mahal	Statua di Zeus	Faro	Tempio	Cristo Redentore	Cittadella	Rovine	Monumento	Sito	Punto di riferimento																	
124	Metodi di Cottura	medium	Frittura	Cottura al forno	Bollitura	Grigliatura	Arrostitura	Cottura a vapore	Saltare in padella	Gratinare	Brasare	Sobbollire	Affogare	Microonde	Sbollentare	Cottura lenta	Affumicatura																	
125	Barche	medium	Yacht	Barca a vela	Canoa	Kayak	Barca a remi	Nave da crociera	Mercantile	Rimorchiatore	Sottomarino	Gommone	Motoscafo	Catamarano	Chiatta	Gondola	Vascello																	
126	Bevande al Caffè	medium	Espresso	Latte	Cappuccino	Americano	Mocaccino	Macchiato	Cold Brew	Caffè filtro	Flat White	Frappé	Ristretto	Affogato	Cortado	Doppio	Filtro																	
127	Punteggiatura	medium	Punto	Virgola	Punto interrogativo	Punto esclamativo	Punto e virgola	Due punti	Virgolette	Apostrofo	Trattino	Linea	Parentesi	Parentesi quadre	Puntini di sospensione	Barra	Asterisco																	
128	Ruoli d'Ufficio	medium	Manager	Assistente	Analista	Direttore	Esecutivo	Stagista	Consulente	Impiegato	Receptionist	Contabile	Amministratore	Segretario	Coordinatore	Vicepresidente	AD																	
129	Tipi di Cappelli	medium	Fedora	Berretto	Cappellino da baseball	Cappello da sole	Trilby	Basco	Cappello da cowboy	Sombrero	Cilindro	Cuffia	Visiera	Fascinator	Homburg	Tam	Fez																	
130	Superpoteri	medium	Volo	Invisibilità	Forza	Telepatia	Velocità	Guarigione	Telecinesi	Elasticità	Viaggio nel tempo	Campo di forza	Mutaforma	Raggio di energia	Illusione	Intangibilità	Vista a raggi X																	
131	Psicologia	medium	Mente	Cervello	Terapia	Emozione	Comportamento	Cognizione	Stress	Trauma	Percezione	Subconscio	Memoria	Personalità	Ansia	Depressione	Fobia																	
132	Parti del Computer	medium	CPU	Monitor	Tastiera	Mouse	Scheda madre	RAM	Hard Disk	Scheda grafica	Alimentatore	Ventola	Altoparlante	Webcam	USB	Router	Cavo																	
133	Armi Fittizie	medium	Spada laser	Bacchetta	Phaser	Excalibur	Mjolnir	Batarang	Laser	Spade	Frecce	Bastone	Ascia	Pugnale	Arco	Blaster	Scudo																	
134	Strumenti Medici	medium	Stetoscopio	Siringa	Bisturi	Forcipe	Termometro	Benda	Raggi X	Risonanza magnetica	Punti	Laccio emostatico	Mascherina	Guanti	Defibrillatore	Stampelle	Sedia a rotelle																	
135	Notazione Musicale	medium	Nota	Pausa	Pentagramma	Chiave	Diesis	Bemolle	Naturale	Battuta	Ritmo	Tempo	Melodia	Armonia	Accordo	Misura	Armatura di chiave																	
136	Razze Fittizie	medium	Elfo	Nano	Orco	Hobbit	Umano	Vulcaniano	Klingon	Wookiee	Alieno	Goblin	Gnomo	Troll	Fata	Centauro	Robot																	
137	Termini Geometrici	medium	Punto	Linea	Piano	Angolo	Segmento	Raggio	Vertice	Perimetro	Area	Volume	Raggio	Diametro	Circonferenza	Parallelo	Perpendicolare																	
138	Termini Fotografici	medium	Diaframma	Tempo di scatto	ISO	Esposizione	Fuoco	Profondità di campo	Composizione	Treppiede	Obiettivo	Filtro	Flash	Zoom	Bilanciamento del bianco	Sensore	Megapixel																	
139	Compagnie Aeree	medium	Delta	United	American	Lufthansa	Emirates	Qatar	British Airways	Air France	Qantas	Singapore	Turkish	Ryanair	Southwest	JetBlue	Alaska																	
140	Oggetti Fittizi	medium	Anello	Pietra	Lampada	Mantello	Spada	Sfera	Graal	Specchio	Elmo	Libro	Chiave	Pozione	Amuleto	Forziere	Mappa																	
141	Software	medium	Windows	macOS	Linux	Browser	Elaboratore testi	Foglio di calcolo	Photoshop	Antivirus	Sistema operativo	Applicazione	Driver	Utility	Database	Firewall	Codec																	
142	Tipi di Tè	medium	Verde	Nero	Oolong	Bianco	Erbe	Earl Grey	Chai	Darjeeling	Gelsomino	Menta piperita	Camomilla	Rooibos	Matcha	English Breakfast	Infuso																	
143	Guarnizioni	medium	Prezzemolo	Coriandolo	Menta	Erba cipollina	Basilico	Limone	Lime	Oliva	Ciliegia	Panna montata	Zucchero	Codette	Topping	Crostino	Fiore commestibile																	
